chrom,start,end,cluster_5mb,region_id,interpretation_rank,selected_by_ml,selected_by_dl,ml_rank,dl_rank,age_pearson_r,age_pearson_p,age_direction,dataset_support_count,tissue_support_count,n_datasets_evaluated,n_tissues_evaluated,missing_fraction,dataset_mean_shift,tissue_mean_shift,fold_stability_proxy,permutation_importance_proxy,ml_rank_importance_proxy,dl_gradient_importance_proxy,dl_occlusion_importance_proxy,confounding_label,interpretation_note
chr2,163200000,163204999,chr2:160000000-164999999,chr2:163200000-163204999,1,True,True,1.0,501,0.310951,9.768182897009248e-29,hypermethylating_with_age,5,10,6,13,0.0,0.047054,0.07751,0.867521,0.31095091,1.0,0.00062066,6.574e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr3,61000000,61004999,chr3:60000000-64999999,chr3:61000000-61004999,176,False,True,,88,0.31245,5.744638149959336e-29,hypermethylating_with_age,4,10,6,13,0.001641,0.04733,0.043736,0.645299,0.31193691,0.0,0.00355056,0.00042628,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr17,79710000,79714999,chr17:75000000-79999999,chr17:79710000-79714999,177,True,True,89.0,589,0.289009,6.9907129632772595e-25,hypermethylating_with_age,5,11,6,13,0.0,0.083707,0.14148,0.893162,0.289009,0.01123596,0.00049068,6.085e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr1,177320000,177324999,chr1:175000000-179999999,chr1:177320000-177324999,178,False,True,,89,0.28924,6.393301607619424e-25,hypermethylating_with_age,5,10,6,13,0.0,0.062322,0.142433,0.700855,0.28923962,0.0,0.00324988,0.00045199,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr16,28930000,28934999,chr16:25000000-29999999,chr16:28930000-28934999,179,True,True,90.0,590,0.362534,4.490360495028568e-39,hypermethylating_with_age,5,8,6,13,0.002461,0.040373,0.052784,0.816239,0.36164196,0.01111111,0.00061446,5.239e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,13010000,13014999,chr2:10000000-14999999,chr2:13010000-13014999,180,False,True,,90,0.202114,1.1016578062176048e-12,hypermethylating_with_age,5,12,6,13,0.001641,0.068287,0.104112,0.752137,0.20178203,0.0,0.00224571,0.00052669,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr3,90080000,90084999,chr3:90000000-94999999,chr3:90080000-90084999,181,True,True,91.0,591,-0.193312,9.985345869741904e-12,hypomethylating_with_age,3,9,6,13,0.0,0.052158,0.115468,0.730769,0.19331214,0.01098901,0.00032709,6.528e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr6,94695000,94699999,chr6:90000000-94999999,chr6:94695000-94699999,182,False,True,,91,0.30701,1.0760467149813257e-27,hypermethylating_with_age,3,9,6,13,0.012305,0.032885,0.060916,0.564103,0.30323245,0.0,0.00337374,0.0002863,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,103840000,103844999,chr14:100000000-104999999,chr14:103840000-103844999,183,False,True,,92,0.284186,4.635885990505047e-24,hypermethylating_with_age,5,11,6,13,0.00082,0.060472,0.12031,0.726496,0.28395273,0.0,0.00308898,0.00037333,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,137115000,137119999,chr2:135000000-139999999,chr2:137115000-137119999,184,True,True,92.0,592,0.31426,2.3951928623085745e-29,hypermethylating_with_age,3,9,6,13,0.0,0.020769,0.016536,0.730769,0.31425997,0.01086957,0.00053084,2.239e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr3,17790000,17794999,chr3:15000000-19999999,chr3:17790000-17794999,185,True,True,93.0,593,0.314453,2.4494873372331612e-29,hypermethylating_with_age,5,10,6,13,0.001641,0.110896,0.257055,0.867521,0.31393699,0.01075269,0.00053027,0.00010663,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr3,52100000,52104999,chr3:50000000-54999999,chr3:52100000-52104999,186,False,True,,93,0.264269,6.3149569572640185e-21,hypermethylating_with_age,1,6,6,13,0.0,0.023436,0.016904,0.376068,0.26426927,0.0,0.00284161,0.00012944,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr2,128695000,128699999,chr2:125000000-129999999,chr2:128695000-128699999,187,False,True,,94,0.276684,1.3424333526767698e-22,hypermethylating_with_age,3,9,6,13,0.012305,0.024601,0.029631,0.564103,0.27327984,0.0,0.00294345,0.00018162,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,109980000,109984999,chr4:105000000-109999999,chr4:109980000-109984999,188,True,True,94.0,594,0.291811,2.3482899361305248e-25,hypermethylating_with_age,5,10,6,13,0.0,0.086912,0.149005,0.867521,0.29181075,0.0106383,0.00049126,8.06e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,100285000,100289999,chr14:100000000-104999999,chr14:100285000-100289999,189,True,True,95.0,595,0.322163,7.756892847905635e-31,hypermethylating_with_age,4,10,6,13,0.0,0.024376,0.027492,0.811966,0.32216336,0.01052632,0.00054145,2.709e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,109975000,109979999,chr4:105000000-109999999,chr4:109975000-109979999,190,False,True,,95,0.262882,1.0240623029946349e-20,hypermethylating_with_age,5,11,6,13,0.0,0.060553,0.118362,0.726496,0.26288178,0.0,0.00276718,0.00031877,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr12,118855000,118859999,chr12:115000000-119999999,chr12:118855000-118859999,191,True,True,96.0,596,0.315708,1.508756841269221e-29,hypermethylating_with_age,5,10,6,13,0.002461,0.033478,0.038411,0.867521,0.31493136,0.01041667,0.00052971,4.02e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr13,55210000,55214999,chr13:55000000-59999999,chr13:55210000-55214999,192,False,True,,96,0.178449,3.508770225362145e-10,hypermethylating_with_age,4,8,6,13,0.0,0.124622,0.215233,0.594017,0.17844936,0.0,0.00185885,0.00059561,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr19,25235000,25239999,chr19:25000000-29999999,chr19:25235000-25239999,193,True,True,97.0,597,0.320514,1.6005376929365237e-30,hypermethylating_with_age,5,11,6,13,0.0,0.026354,0.037963,0.893162,0.32051399,0.01030928,0.00053687,2.558e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,92680000,92684999,chr5:90000000-94999999,chr5:92680000-92684999,194,False,True,,97,0.295338,6.70828553919681e-26,hypermethylating_with_age,4,8,6,13,0.002461,0.03141,0.057259,0.594017,0.29461158,0.0,0.00304473,0.00029977,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr17,85615000,85619999,chr17:85000000-89999999,chr17:85615000-85619999,195,True,True,98.0,598,0.33377,4.425119750467327e-33,hypermethylating_with_age,6,10,6,13,0.00082,0.077364,0.116902,0.923077,0.33349585,0.01020408,0.00055814,6.396e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,60960000,60964999,chr2:60000000-64999999,chr2:60960000-60964999,196,False,True,,98,0.270123,8.270050920043248e-22,hypermethylating_with_age,3,8,6,13,0.00082,0.024834,0.020745,0.538462,0.26990099,0.0,0.00275635,0.00014867,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,123345000,123349999,chr5:120000000-124999999,chr5:123345000-123349999,197,False,True,,99,0.31826,4.7612210555482285e-30,hypermethylating_with_age,5,7,6,13,0.001641,0.060673,0.070986,0.623932,0.31773789,0.0,0.00321475,0.00032634,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr5,129785000,129789999,chr5:125000000-129999999,chr5:129785000-129789999,198,True,True,99.0,599,0.185787,6.279707435093384e-11,hypermethylating_with_age,0,6,6,13,0.0,0.111349,0.094591,0.487179,0.18578662,0.01010101,0.00031016,7.172e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr11,96120000,96124999,chr11:95000000-99999999,chr11:96120000-96124999,199,True,True,100.0,600,0.252928,3.3402464830776224e-19,hypermethylating_with_age,5,8,6,13,0.002461,0.080431,0.140408,0.816239,0.2523059,0.01,0.00042155,9.733e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr12,111930000,111934999,chr12:110000000-114999999,chr12:111930000-111934999,200,False,True,,100,-0.156041,1.0332317301388252e-07,hypomethylating_with_age,2,5,6,13,0.055783,0.113499,0.312428,0.405983,0.14733651,0.0,0.00156041,0.00113015,tissue_specific,age-associated methylation signal; mechanism not inferred
chr3,122725000,122729999,chr3:120000000-124999999,chr3:122725000-122729999,201,True,True,101.0,601,0.357476,5.029660868175542e-38,hypermethylating_with_age,5,9,6,13,0.00082,0.030016,0.024295,0.84188,0.35718311,0.00990099,0.0005948,3.051e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr3,63295000,63299999,chr3:60000000-64999999,chr3:63295000-63299999,202,False,True,,101,0.31923,4.9459175353130096e-29,hypermethylating_with_age,2,6,6,13,0.043478,0.106492,0.166235,0.431624,0.30535084,0.0,0.0031607,0.0006093,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr2,91650000,91654999,chr2:90000000-94999999,chr2:91650000-91654999,203,False,True,,102,0.223663,2.907903817742629e-15,hypermethylating_with_age,0,6,6,13,0.001641,0.100391,0.104645,0.320513,0.22329577,0.0,0.00219277,0.00038389,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr6,126160000,126164999,chr6:125000000-129999999,chr6:126160000-126164999,204,True,True,102.0,602,0.277816,4.836083317331297e-23,hypermethylating_with_age,6,9,6,13,0.0,0.067876,0.093239,0.897436,0.27781595,0.00980392,0.00046149,5.523e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr13,101765000,101769999,chr13:100000000-104999999,chr13:101765000-101769999,205,True,True,103.0,603,0.279676,2.4244066626738162e-23,hypermethylating_with_age,2,8,6,13,0.0,0.020036,0.027455,0.649573,0.27967554,0.00970874,0.00046381,2.03e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr9,90160000,90164999,chr9:90000000-94999999,chr9:90160000-90164999,206,False,True,,103,-0.168727,3.076537282726519e-09,hypomethylating_with_age,0,5,6,13,0.0,0.079832,0.073071,0.294872,0.16872684,0.0,0.00163812,0.00028239,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr2,37420000,37424999,chr2:35000000-39999999,chr2:37420000-37424999,207,False,True,,104,0.26268,1.2692601350514525e-20,hypermethylating_with_age,1,7,6,13,0.003281,0.019925,0.017382,0.401709,0.26181809,0.0,0.00252577,0.00011398,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr5,22340000,22344999,chr5:20000000-24999999,chr5:22340000-22344999,208,True,True,104.0,604,0.331558,1.1484911899877518e-32,hypermethylating_with_age,5,9,6,13,0.0,0.118102,0.265121,0.84188,0.33155837,0.00961538,0.00054894,0.0001225,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr10,67285000,67289999,chr10:65000000-69999999,chr10:67285000-67289999,209,True,True,105.0,605,-0.232511,4.386905350282489e-16,hypomethylating_with_age,0,5,6,13,0.02297,0.064003,0.061868,0.461538,0.2271705,0.00952381,0.00038432,4.496e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr14,15435000,15439999,chr14:15000000-19999999,chr14:15435000-15439999,210,False,True,,105,0.29486,7.063717166781364e-26,hypermethylating_with_age,5,10,6,13,0.0,0.123492,0.226485,0.700855,0.29486015,0.0,0.00280819,0.0005775,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr13,109685000,109689999,chr13:105000000-109999999,chr13:109685000-109689999,211,False,True,,106,0.246208,3.2039642321630616e-18,hypermethylating_with_age,3,7,6,13,0.004102,0.044763,0.073521,0.512821,0.24519826,0.0,0.00232272,0.00028191,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr7,114745000,114749999,chr7:110000000-114999999,chr7:114745000-114749999,212,True,True,106.0,606,0.311704,1.0188533107800462e-28,hypermethylating_with_age,5,11,6,13,0.005742,0.112159,0.282505,0.893162,0.30991431,0.00943396,0.00051436,0.00011619,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr18,38210000,38214999,chr18:35000000-39999999,chr18:38210000-38214999,213,True,True,107.0,607,0.316968,8.322834412666006e-30,hypermethylating_with_age,3,8,6,13,0.001641,0.029171,0.032635,0.705128,0.31644808,0.00934579,0.00052219,3.09e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr1,119645000,119649999,chr1:115000000-119999999,chr1:119645000-119649999,214,False,True,,107,0.243991,5.752927061910733e-18,hypermethylating_with_age,1,9,6,13,0.00082,0.024225,0.021856,0.452991,0.24379038,0.0,0.00228029,0.00011278,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr15,98165000,98169999,chr15:95000000-99999999,chr15:98165000-98169999,215,False,True,,108,0.195313,6.168167756063413e-12,hypermethylating_with_age,5,9,6,13,0.00082,0.073832,0.139363,0.675214,0.19515255,0.0,0.00180845,0.00032306,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr18,43205000,43209999,chr18:40000000-44999999,chr18:43205000-43209999,216,True,True,108.0,608,0.338892,5.936011173449086e-34,hypermethylating_with_age,6,10,6,13,0.005742,0.058568,0.123811,0.923077,0.33694618,0.00925926,0.00055739,6.385e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,5000000,5004999,chr14:5000000-9999999,chr14:5000000-5004999,217,True,True,109.0,609,0.295504,1.904419715850077e-24,hypermethylating_with_age,6,7,6,13,0.063167,0.068298,0.112036,0.846154,0.27683823,0.00917431,0.00048523,0.00010709,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,172725000,172729999,chr2:170000000-174999999,chr2:172725000-172729999,218,False,True,,109,0.290782,3.670727182786365e-25,hypermethylating_with_age,5,9,6,13,0.00082,0.06437,0.052249,0.675214,0.29054309,0.0,0.00266772,0.00024187,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr18,77185000,77189999,chr18:75000000-79999999,chr18:77185000-77189999,219,False,True,,110,0.262115,1.435856414212618e-20,hypermethylating_with_age,4,8,6,13,0.001641,0.124228,0.162977,0.594017,0.26168477,0.0,0.00238286,0.00043319,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,115935000,115939999,chr4:115000000-119999999,chr4:115935000-115939999,220,True,True,110.0,610,0.288132,1.0251261005495836e-24,hypermethylating_with_age,6,10,6,13,0.00082,0.034306,0.051064,0.923077,0.2878953,0.00909091,0.00047235,3.335e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,114565000,114569999,chr11:110000000-114999999,chr11:114565000-114569999,221,True,True,111.0,611,0.237712,4.5399267576272364e-17,hypermethylating_with_age,5,9,6,13,0.003281,0.096317,0.402826,0.84188,0.23693239,0.00900901,0.00038905,0.00016132,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,32600000,32604999,chr14:30000000-34999999,chr14:32600000-32604999,222,False,True,,111,0.289925,5.596474711593551e-25,hypermethylating_with_age,5,10,6,13,0.002461,0.11523,0.155332,0.700855,0.28921162,0.0,0.00261194,0.0005767,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr6,121470000,121474999,chr6:120000000-124999999,chr6:121470000-121474999,223,True,True,112.0,612,0.32474,8.056342102638454e-31,hypermethylating_with_age,6,12,6,13,0.017227,0.122756,0.264368,0.974359,0.31914609,0.00892857,0.00053062,0.0001138,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,40800000,40804999,chr9:40000000-44999999,chr9:40800000-40804999,224,False,True,,112,0.252398,3.603222159933264e-19,hypermethylating_with_age,0,7,6,13,0.0,0.017868,0.016275,0.346154,0.25239829,0.0,0.00225356,9.099e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr19,43605000,43609999,chr19:40000000-44999999,chr19:43605000-43609999,225,True,True,113.0,613,0.243075,7.703213172753823e-18,hypermethylating_with_age,4,11,6,13,0.00082,0.067071,0.153512,0.837607,0.24287544,0.00884956,0.00039653,5.755e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr8,12380000,12384999,chr8:10000000-14999999,chr8:12380000-12384999,226,False,True,,113,0.250654,7.559522236116754e-19,hypermethylating_with_age,3,8,6,13,0.004102,0.054638,0.081749,0.538462,0.24962594,0.0,0.00221818,0.00029858,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr8,61590000,61594999,chr8:60000000-64999999,chr8:61590000-61594999,227,False,True,,114,0.287783,1.5910357327759692e-24,hypermethylating_with_age,3,6,6,13,0.006563,0.059116,0.056,0.487179,0.28589476,0.0,0.00252442,0.00025524,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr8,89570000,89574999,chr8:85000000-89999999,chr8:89570000-89574999,228,True,True,114.0,614,0.279573,2.7348614292088557e-23,hypermethylating_with_age,4,6,6,13,0.001641,0.119868,0.164978,0.709402,0.27911407,0.00877193,0.00045533,0.00012425,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr3,152665000,152669999,chr3:150000000-154999999,chr3:152665000-152669999,229,False,True,,115,0.289079,8.114967603991868e-25,hypermethylating_with_age,4,10,6,13,0.003281,0.051888,0.093987,0.645299,0.2881302,0.0,0.00251373,0.00030543,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,67040000,67044999,chr9:65000000-69999999,chr9:67040000-67044999,230,True,True,115.0,615,-0.255963,1.1313387068048417e-19,hypomethylating_with_age,3,9,6,13,0.00082,0.095303,0.085598,0.730769,0.25575348,0.00869565,0.0004162,7.239e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,103115000,103119999,chr11:100000000-104999999,chr11:103115000-103119999,231,True,True,116.0,616,0.273138,2.7907558401524974e-22,hypermethylating_with_age,1,8,6,13,0.00082,0.026028,0.025666,0.594017,0.27291426,0.00862069,0.00044341,2.137e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr3,108910000,108914999,chr3:105000000-109999999,chr3:108910000-108914999,232,False,True,,116,0.228581,6.491470531779609e-16,hypermethylating_with_age,0,7,6,13,0.0,0.017808,0.013424,0.346154,0.22858069,0.0,0.00197052,8.618e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr18,80465000,80469999,chr18:80000000-84999999,chr18:80465000-80469999,233,True,True,117.0,617,-0.192191,1.3193533542304737e-11,hypomethylating_with_age,1,5,6,13,0.0,0.101942,0.120079,0.517094,0.19219148,0.00854701,0.00031149,6.127e-05,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr8,13785000,13789999,chr8:10000000-14999999,chr8:13785000-13789999,234,False,True,,117,-0.216992,1.8626380314266764e-14,hypomethylating_with_age,0,5,6,13,0.0,0.091681,0.085643,0.294872,0.2169921,0.0,0.00185463,0.00030645,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr18,11050000,11054999,chr18:10000000-14999999,chr18:11050000-11054999,235,True,True,118.0,618,0.305403,9.907037878725212e-28,hypermethylating_with_age,6,10,6,13,0.0,0.037495,0.061314,0.923077,0.30540331,0.00847458,0.00049418,5.298e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr9,29960000,29964999,chr9:25000000-29999999,chr9:29960000-29964999,236,False,True,,118,0.295246,6.64513830723339e-26,hypermethylating_with_age,6,10,6,13,0.001641,0.112096,0.250735,0.75641,0.29476173,0.0,0.00250209,0.000519,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,120660000,120664999,chr11:120000000-124999999,chr11:120660000-120664999,237,True,True,119.0,619,0.30071,7.09785548805367e-27,hypermethylating_with_age,4,10,6,13,0.00082,0.022068,0.036766,0.811966,0.30046317,0.00840336,0.0004858,2.465e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr2,91975000,91979999,chr2:90000000-94999999,chr2:91975000-91979999,238,False,True,,119,0.210771,1.1206939003659481e-13,hypermethylating_with_age,6,10,6,13,0.002461,0.033434,0.034924,0.75641,0.21025192,0.0,0.00177118,0.00019675,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr14,67235000,67239999,chr14:65000000-69999999,chr14:67235000-67239999,239,False,True,,120,0.199464,2.1435335011958942e-12,hypermethylating_with_age,4,9,6,13,0.00082,0.092848,0.197373,0.619658,0.19930009,0.0,0.0016622,0.0004201,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr4,41725000,41729999,chr4:40000000-44999999,chr4:41725000-41729999,240,True,True,120.0,620,0.188916,3.062037768104742e-11,hypermethylating_with_age,5,9,6,13,0.001641,0.07739,0.196852,0.84188,0.18860563,0.00833333,0.0003047,0.00011642,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr10,52025000,52029999,chr10:50000000-54999999,chr10:52025000-52029999,241,False,True,,121,0.310068,3.370019302455108e-28,hypermethylating_with_age,4,9,6,13,0.013946,0.072229,0.11773,0.619658,0.30574336,0.0,0.00256254,0.00041624,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,105290000,105294999,chr11:105000000-109999999,chr11:105290000-105294999,242,True,True,121.0,621,0.335028,2.333682085922087e-33,hypermethylating_with_age,4,10,6,13,0.0,0.112666,0.097373,0.811966,0.33502823,0.00826446,0.0005395,8.339e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr15,42675000,42679999,chr15:40000000-44999999,chr15:42675000-42679999,243,False,True,,122,0.273655,2.224527921026241e-22,hypermethylating_with_age,3,10,6,13,0.0,0.057192,0.11722,0.589744,0.27365486,0.0,0.00224307,0.00022937,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr6,30955000,30959999,chr6:30000000-34999999,chr6:30955000-30959999,244,True,True,122.0,622,0.283155,7.144969189213262e-24,hypermethylating_with_age,6,12,6,13,0.001641,0.036912,0.087246,0.974359,0.28269011,0.00819672,0.00045523,5.71e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr19,6395000,6399999,chr19:5000000-9999999,chr19:6395000-6399999,245,True,True,123.0,623,-0.212447,6.761122621355734e-14,hypomethylating_with_age,1,7,6,13,0.00082,0.124828,0.135146,0.568376,0.21227226,0.00813008,0.00034101,0.0001024,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr6,55450000,55454999,chr6:55000000-59999999,chr6:55450000-55454999,246,False,True,,123,0.255704,1.4155415969010418e-19,hypermethylating_with_age,4,10,6,13,0.004102,0.119408,0.22899,0.645299,0.25465547,0.0,0.0020789,0.0004271,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr15,64380000,64384999,chr15:60000000-64999999,chr15:64380000-64384999,247,False,True,,124,0.281303,1.6930087550613913e-23,hypermethylating_with_age,2,10,6,13,0.004922,0.018986,0.019366,0.534188,0.27991881,0.0,0.00226858,0.00011488,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
chr16,28925000,28929999,chr16:25000000-29999999,chr16:28925000-28929999,248,True,True,124.0,624,0.362989,3.088756525908512e-39,hypermethylating_with_age,5,9,6,13,0.00082,0.035637,0.034361,0.84188,0.36269155,0.00806452,0.00058171,5.187e-05,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr10,26075000,26079999,chr10:25000000-29999999,chr10:26075000-26079999,249,True,True,125.0,625,0.329666,2.7158153015669327e-32,hypermethylating_with_age,6,10,6,13,0.0,0.124526,0.284413,0.923077,0.32966565,0.008,0.00052747,0.00010539,cross_tissue_stable,age-associated methylation signal; mechanism not inferred
chr11,113615000,113619999,chr11:110000000-114999999,chr11:113615000-113619999,250,False,True,,125,-0.193423,9.90480287698884e-12,hypomethylating_with_age,1,5,6,13,0.00082,0.053675,0.039026,0.350427,0.19326396,0.0,0.00154738,0.00021817,mixed_or_low_support,age-associated methylation signal; mechanism not inferred
