chrom,start,end,cluster_5mb,target_id,model_name,feature_id,selection_count,mean_abs_selector_score,mean_selector_score,mean_feature_rank,mean_train_presence,age_pearson_r,age_pearson_p,missing_fraction,dataset_mean_shift,tissue_mean_shift,confounding_label,interpretation_note
chr18,6170000,6174999,chr18:5000000-9999999,age_weeks_raw_v24,ridge,chr18:6170000-6174999,2,0.8188992384550771,-0.16660139416606917,134.0,1.0,0.245615,0.190780607754604,0.0,0.035064,0.070748,candidate_signal,target-associated methylation signal; mechanism not inferred
chr7,111080000,111084999,chr7:110000000-114999999,cr_vs_control_raw_v24,logistic,chr7:111080000-111084999,4,0.729194125830276,-0.729194125830276,203.5,1.0,-0.200829,0.2872687754557792,0.0,0.003386,0.003838,candidate_signal,target-associated methylation signal; mechanism not inferred
chr15,75640000,75644999,chr15:75000000-79999999,dataset_batch_raw_v24,logistic,chr15:75640000-75644999,5,0.998230020104077,-0.9982300201040772,2.2,1.0,-0.417094,0.0218432450467633,0.0,0.867488,0.867855,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,26135000,26139999,chr17:25000000-29999999,dataset_batch_raw_v24,logistic,chr17:26135000-26139999,5,0.9979518764096701,-0.9979518764096703,2.8,1.0,-0.400851,0.02814601776539158,0.0,0.759697,0.781319,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,35380000,35384999,chr17:35000000-39999999,dataset_batch_raw_v24,logistic,chr17:35380000-35384999,5,0.9979220130398969,-0.9979220130398969,3.6,1.0,-0.420001,0.020848444149407494,0.0,0.776929,0.778937,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,110780000,110784999,chr9:110000000-114999999,dataset_batch_raw_v24,logistic,chr9:110780000-110784999,5,0.9975696529299031,-0.9975696529299031,4.4,1.0,-0.395913,0.0303312057967703,0.0,0.742022,0.777825,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr12,69985000,69989999,chr12:65000000-69999999,dataset_batch_raw_v24,logistic,chr12:69985000-69989999,5,0.9969363560634836,-0.9969363560634834,8.2,1.0,-0.412684,0.02342671059660678,0.0,0.739716,0.742999,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,4895000,4899999,chr11:0-4999999,dataset_batch_raw_v24,logistic,chr11:4895000-4899999,5,0.9968878339454521,-0.9968878339454521,7.2,1.0,-0.409959,0.024451455781743403,0.0,0.795459,0.82637,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,30505000,30509999,chr6:30000000-34999999,dataset_batch_raw_v24,logistic,chr6:30505000-30509999,5,0.9968527112086363,0.9968527112086363,7.2,1.0,0.400242,0.028408110429385475,0.0,0.727968,0.728371,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,19470000,19474999,chr7:15000000-19999999,dataset_batch_raw_v24,logistic,chr7:19470000-19474999,5,0.99652386314167,-0.99652386314167,8.4,1.0,-0.415203,0.022511163329560532,0.0,0.580995,0.582679,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,140295000,140299999,chr5:140000000-144999999,dataset_batch_raw_v24,logistic,chr5:140295000-140299999,5,0.9962609472065648,0.9962609472065648,10.2,1.0,0.410517,0.024238701407790855,0.0,0.777188,0.778398,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,35895000,35899999,chr17:35000000-39999999,dataset_batch_raw_v24,logistic,chr17:35895000-35899999,5,0.9960836508823204,-0.9960836508823204,10.8,1.0,-0.402521,0.027436517891508617,0.0,0.735494,0.749736,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,23925000,23929999,chr17:20000000-24999999,dataset_batch_raw_v24,logistic,chr17:23925000-23929999,5,0.9959854418317555,0.9959854418317555,11.4,1.0,0.424317,0.019440384676174063,0.0,0.648298,0.651122,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,143060000,143064999,chr2:140000000-144999999,dataset_batch_raw_v24,logistic,chr2:143060000-143064999,5,0.9956651379740951,-0.9956651379740951,12.2,1.0,-0.401132,0.02802535052846571,0.0,0.57508,0.583503,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr18,76940000,76944999,chr18:75000000-79999999,dataset_batch_raw_v24,logistic,chr18:76940000-76944999,5,0.994998455076719,-0.994998455076719,16.0,1.0,-0.430745,0.017489681271441702,0.0,0.4943,0.499452,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,71555000,71559999,chr8:70000000-74999999,dataset_batch_raw_v24,logistic,chr8:71555000-71559999,5,0.9942873660951514,-0.9942873660951514,18.0,1.0,-0.409046,0.02480274303800154,0.0,0.727027,0.733823,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,15700000,15704999,chr17:15000000-19999999,dataset_batch_raw_v24,logistic,chr17:15700000-15704999,5,0.9941304080611146,-0.9941304080611146,19.2,1.0,-0.428145,0.01825815826388195,0.0,0.514259,0.52145,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,50525000,50529999,chr16:50000000-54999999,dataset_batch_raw_v24,logistic,chr16:50525000-50529999,5,0.9936993065762184,-0.9936993065762184,21.4,1.0,-0.436221,0.015958414198093625,0.0,0.709945,0.736595,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,79425000,79429999,chr14:75000000-79999999,dataset_batch_raw_v24,logistic,chr14:79425000-79429999,5,0.9933847619603089,-0.9933847619603089,23.2,1.0,-0.439112,0.01519602573931378,0.0,0.74584,0.747655,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,130310000,130314999,chr2:130000000-134999999,dataset_batch_raw_v24,logistic,chr2:130310000-130314999,5,0.9932792055306624,0.9932792055306624,23.0,1.0,0.405418,0.026240576357926107,0.0,0.666489,0.668034,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,42350000,42354999,chr6:40000000-44999999,dataset_batch_raw_v24,logistic,chr6:42350000-42354999,5,0.9932779818731383,-0.9932779818731383,23.6,1.0,-0.419173,0.02112802083740359,0.0,0.560518,0.57035,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,131040000,131044999,chr2:130000000-134999999,dataset_batch_raw_v24,logistic,chr2:131040000-131044999,5,0.9932635478240052,-0.9932635478240052,23.8,1.0,-0.417715,0.02162770479425247,0.0,0.580075,0.608946,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,31560000,31564999,chr13:30000000-34999999,dataset_batch_raw_v24,logistic,chr13:31560000-31564999,5,0.99311700923015,-0.9931170092301501,28.8,1.0,-0.397406,0.029656651507205326,0.0,0.938671,0.958333,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,31130000,31134999,chr14:30000000-34999999,dataset_batch_raw_v24,logistic,chr14:31130000-31134999,5,0.9929910752531887,-0.9929910752531887,27.4,1.0,-0.399871,0.02856920675495645,0.0,0.627288,0.628261,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,89160000,89164999,chr3:85000000-89999999,dataset_batch_raw_v24,logistic,chr3:89160000-89164999,5,0.9921414191490389,-0.9921414191490386,32.6,1.0,-0.422005,0.020184736142253728,0.0,0.655425,0.723994,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,99665000,99669999,chr6:95000000-99999999,dataset_batch_raw_v24,logistic,chr6:99665000-99669999,5,0.9920761372204625,-0.9920761372204625,32.2,1.0,-0.464471,0.009715961971848413,0.0,0.470108,0.472298,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,110050000,110054999,chr9:110000000-114999999,dataset_batch_raw_v24,logistic,chr9:110050000-110054999,5,0.9919641490620797,0.99196414906208,30.8,1.0,0.423628,0.01965973029665082,0.0,0.600781,0.604264,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,119660000,119664999,chr2:115000000-119999999,dataset_batch_raw_v24,logistic,chr2:119660000-119664999,5,0.9914891416394355,-0.9914891416394355,37.8,1.0,-0.391926,0.03219492373963505,0.0,0.539024,0.540004,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,102000000,102004999,chr6:100000000-104999999,dataset_batch_raw_v24,logistic,chr6:102000000-102004999,5,0.9914746631697025,0.9914746631697025,35.0,1.0,0.413821,0.02301005607380335,0.0,0.632361,0.637363,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,17950000,17954999,chr11:15000000-19999999,dataset_batch_raw_v24,logistic,chr11:17950000-17954999,5,0.9914128593131822,-0.9914128593131825,38.4,1.0,-0.424052,0.019524616933487223,0.0,0.586213,0.58662,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,57070000,57074999,chr11:55000000-59999999,dataset_batch_raw_v24,logistic,chr11:57070000-57074999,5,0.991296104673167,0.991296104673167,41.4,1.0,0.409045,0.02480323455943183,0.0,0.53671,0.539052,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,75555000,75559999,chr9:75000000-79999999,dataset_batch_raw_v24,logistic,chr9:75555000-75559999,5,0.991201174746435,-0.991201174746435,37.8,1.0,-0.390947,0.03266601510257386,0.0,0.442931,0.456422,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,32450000,32454999,chr2:30000000-34999999,dataset_batch_raw_v24,logistic,chr2:32450000-32454999,5,0.9910900602292598,-0.9910900602292598,44.8,1.0,-0.408613,0.024971214146469252,0.0,0.550256,0.554204,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,89060000,89064999,chr11:85000000-89999999,dataset_batch_raw_v24,logistic,chr11:89060000-89064999,5,0.9909677017002079,-0.9909677017002079,38.6,1.0,-0.381996,0.03724052099615497,0.0,0.718598,0.758071,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,30005000,30009999,chr14:30000000-34999999,dataset_batch_raw_v24,logistic,chr14:30005000-30009999,5,0.9908330039175443,-0.9908330039175443,50.0,1.0,-0.390855,0.03271089333478968,0.0,0.55968,0.560653,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,19380000,19384999,chr7:15000000-19999999,dataset_batch_raw_v24,logistic,chr7:19380000-19384999,5,0.9906977009335577,-0.9906977009335577,42.4,1.0,-0.414799,0.02265607819076544,0.0,0.670831,0.695004,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr12,73285000,73289999,chr12:70000000-74999999,dataset_batch_raw_v24,logistic,chr12:73285000-73289999,5,0.9905793466410315,-0.9905793466410315,43.2,1.0,-0.455328,0.011459274194705755,0.0,0.650258,0.65142,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,106845000,106849999,chr4:105000000-109999999,dataset_batch_raw_v24,logistic,chr4:106845000-106849999,5,0.9905660265144004,-0.9905660265144004,50.2,1.0,-0.396608,0.03001551433799968,0.0,0.699222,0.701705,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,144015000,144019999,chr3:140000000-144999999,dataset_batch_raw_v24,logistic,chr3:144015000-144019999,5,0.9905007821862826,-0.9905007821862826,50.4,1.0,-0.412761,0.023398394055678205,0.0,0.478094,0.487481,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,77870000,77874999,chr14:75000000-79999999,dataset_batch_raw_v24,logistic,chr14:77870000-77874999,5,0.9904220623980937,-0.9904220623980937,44.4,1.0,-0.449908,0.012611497887585412,0.0,0.59148,0.594437,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,70650000,70654999,chr11:70000000-74999999,dataset_batch_raw_v24,logistic,chr11:70650000-70654999,5,0.9903844262407387,-0.9903844262407387,45.2,1.0,-0.461655,0.010227334334565095,0.0,0.610068,0.613901,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,119605000,119609999,chr8:115000000-119999999,dataset_batch_raw_v24,logistic,chr8:119605000-119609999,5,0.9903748843216216,-0.9903748843216216,44.6,1.0,-0.400201,0.02842579931882285,0.0,0.70058,0.73476,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,163775000,163779999,chr1:160000000-164999999,dataset_batch_raw_v24,logistic,chr1:163775000-163779999,5,0.9898683966541411,-0.9898683966541411,51.6,1.0,-0.389497,0.03337455036486808,0.0,0.545114,0.56216,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,3600000,3604999,chr7:0-4999999,dataset_batch_raw_v24,logistic,chr7:3600000-3604999,5,0.989765000386454,-0.9897650003864541,56.4,1.0,-0.454274,0.011676135245975477,0.0,0.712768,0.713459,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,96630000,96634999,chr9:95000000-99999999,dataset_batch_raw_v24,logistic,chr9:96630000-96634999,5,0.9893808791362048,-0.9893808791362048,59.4,1.0,-0.396712,0.02996880043109303,0.0,0.462796,0.474407,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,95500000,95504999,chr10:95000000-99999999,dataset_batch_raw_v24,logistic,chr10:95500000-95504999,5,0.9891204353976019,-0.9891204353976019,62.0,1.0,-0.469393,0.008874004434055964,0.0,0.699355,0.737517,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,16240000,16244999,chr14:15000000-19999999,dataset_batch_raw_v24,logistic,chr14:16240000-16244999,5,0.9890962008828422,-0.9890962008828421,59.4,1.0,-0.433287,0.016764461453799756,0.0,0.642421,0.644421,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,79245000,79249999,chr7:75000000-79999999,dataset_batch_raw_v24,logistic,chr7:79245000-79249999,5,0.9890007131674498,-0.9890007131674496,56.6,1.0,-0.440363,0.014875523273788932,0.0,0.749953,0.754416,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,164295000,164299999,chr1:160000000-164999999,dataset_batch_raw_v24,logistic,chr1:164295000-164299999,5,0.9887676442444837,-0.9887676442444837,71.6,1.0,-0.411882,0.023724550908525734,0.0,0.46003,0.460288,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,63445000,63449999,chr1:60000000-64999999,dataset_batch_raw_v24,logistic,chr1:63445000-63449999,5,0.9882967515871683,-0.9882967515871683,64.4,1.0,-0.369774,0.044304245884146005,0.0,0.620958,0.62096,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,31055000,31059999,chr17:30000000-34999999,dataset_batch_raw_v24,logistic,chr17:31055000-31059999,5,0.9881776749891451,-0.9881776749891451,69.0,1.0,-0.418747,0.0212731468604851,0.0,0.378877,0.379928,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,121640000,121644999,chr3:120000000-124999999,dataset_batch_raw_v24,logistic,chr3:121640000-121644999,5,0.9880621624857152,-0.9880621624857152,73.0,1.0,-0.365319,0.04713054249826618,0.0,0.4882,0.552465,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,135430000,135434999,chr1:135000000-139999999,dataset_batch_raw_v24,logistic,chr1:135430000-135434999,5,0.9880327641769373,-0.9880327641769373,72.0,1.0,-0.342598,0.06384121214538117,0.0,0.73674,0.737598,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,26315000,26319999,chr16:25000000-29999999,dataset_batch_raw_v24,logistic,chr16:26315000-26319999,5,0.9879730292188402,0.9879730292188402,75.2,1.0,0.415838,0.02228510585911208,0.0,0.574152,0.596766,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,72130000,72134999,chr9:70000000-74999999,dataset_batch_raw_v24,logistic,chr9:72130000-72134999,5,0.987915799824395,-0.987915799824395,71.0,1.0,-0.411455,0.023884555448933076,0.0,0.67119,0.683343,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,93600000,93604999,chr16:90000000-94999999,dataset_batch_raw_v24,logistic,chr16:93600000-93604999,5,0.9879049396918228,-0.987904939691823,66.0,1.0,-0.424612,0.019347109845494377,0.0,0.586611,0.586708,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,132510000,132514999,chr4:130000000-134999999,dataset_batch_raw_v24,logistic,chr4:132510000-132514999,5,0.9878332105034131,-0.9878332105034131,78.2,1.0,-0.431838,0.0171748518008099,0.0,0.507233,0.508114,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,70890000,70894999,chr6:70000000-74999999,dataset_batch_raw_v24,logistic,chr6:70890000-70894999,5,0.9875845640274423,0.9875845640274423,76.8,1.0,0.427484,0.0184581603817009,0.0,0.319328,0.32005,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,25050000,25054999,chr2:25000000-29999999,dataset_batch_raw_v24,logistic,chr2:25050000-25054999,5,0.9875165873515351,-0.9875165873515351,74.0,1.0,-0.404174,0.026748792756458493,0.0,0.668387,0.670516,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,154295000,154299999,chr4:150000000-154999999,dataset_batch_raw_v24,logistic,chr4:154295000-154299999,5,0.9873975903181723,-0.9873975903181723,92.8,1.0,-0.35881,0.05151458875503404,0.0,0.616499,0.639348,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,96035000,96039999,chr11:95000000-99999999,dataset_batch_raw_v24,logistic,chr11:96035000-96039999,5,0.9873608692946526,-0.9873608692946526,81.6,1.0,-0.370254,0.04400798992119253,0.0,0.442034,0.455346,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,50805000,50809999,chr14:50000000-54999999,dataset_batch_raw_v24,logistic,chr14:50805000-50809999,5,0.9872157659610906,-0.9872157659610906,100.6,1.0,-0.427159,0.018557003513506826,0.0,0.76856,0.799779,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,89165000,89169999,chr3:85000000-89999999,dataset_batch_raw_v24,logistic,chr3:89165000-89169999,5,0.9871729198718298,0.9871729198718298,91.8,1.0,0.411699,0.02379310086424476,0.0,0.809133,0.80963,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,79720000,79724999,chr7:75000000-79999999,dataset_batch_raw_v24,logistic,chr7:79720000-79724999,5,0.9869673255840334,-0.9869673255840334,91.8,1.0,-0.368231,0.045267571651754164,0.0,0.566912,0.620753,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,131560000,131564999,chr7:130000000-134999999,dataset_batch_raw_v24,logistic,chr7:131560000-131564999,5,0.9868936393043188,-0.9868936393043188,81.0,1.0,-0.34915,0.05860842952920436,0.0,0.527812,0.554487,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,106685000,106689999,chr3:105000000-109999999,dataset_batch_raw_v24,logistic,chr3:106685000-106689999,5,0.9868821963270765,-0.9868821963270765,92.2,1.0,-0.388003,0.034117598862819745,0.0,0.416474,0.43412,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,104020000,104024999,chr5:100000000-104999999,dataset_batch_raw_v24,logistic,chr5:104020000-104024999,5,0.9865503461828761,-0.9865503461828762,89.0,1.0,-0.441101,0.014689413608152251,0.0,0.504468,0.507765,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,170170000,170174999,chr1:170000000-174999999,dataset_batch_raw_v24,logistic,chr1:170170000-170174999,5,0.986489429523079,-0.986489429523079,100.0,1.0,-0.455142,0.01149726126139219,0.0,0.55678,0.556922,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,153010000,153014999,chr1:150000000-154999999,dataset_batch_raw_v24,logistic,chr1:153010000-153014999,5,0.9864696127740693,0.9864696127740693,88.6,1.0,0.409199,0.02474365121933107,0.0,0.472917,0.48503,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,119575000,119579999,chr9:115000000-119999999,dataset_batch_raw_v24,logistic,chr9:119575000-119579999,5,0.9864143905252625,-0.9864143905252625,92.0,1.0,-0.388611,0.03381383227438943,0.0,0.395242,0.395716,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,71285000,71289999,chr10:70000000-74999999,dataset_batch_raw_v24,logistic,chr10:71285000-71289999,5,0.9860881560046103,-0.9860881560046103,92.0,1.0,-0.404307,0.026693821061738596,0.0,0.475132,0.479282,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,16810000,16814999,chr7:15000000-19999999,dataset_batch_raw_v24,logistic,chr7:16810000-16814999,5,0.9860845307521042,0.9860845307521042,88.6,1.0,0.447189,0.013224873487923344,0.0,0.569993,0.575966,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,30745000,30749999,chr13:30000000-34999999,dataset_batch_raw_v24,logistic,chr13:30745000-30749999,5,0.9859622293315707,-0.9859622293315707,102.8,1.0,-0.475882,0.007858497258671993,0.0,0.478338,0.47898,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,9600000,9604999,chr1:5000000-9999999,dataset_batch_raw_v24,logistic,chr1:9600000-9604999,5,0.9859222521166144,0.9859222521166144,95.4,1.0,0.44319,0.014172371013467099,0.0,0.581044,0.586188,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,36250000,36254999,chr17:35000000-39999999,dataset_batch_raw_v24,logistic,chr17:36250000-36254999,5,0.9854561829678566,-0.9854561829678566,99.6,1.0,-0.415322,0.02246890037452649,0.0,0.597649,0.599822,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,127195000,127199999,chr10:125000000-129999999,dataset_batch_raw_v24,logistic,chr10:127195000-127199999,5,0.9853538225214471,-0.9853538225214473,116.0,1.0,-0.409392,0.024669090683554114,0.0,0.505861,0.530589,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,120345000,120349999,chr8:120000000-124999999,dataset_batch_raw_v24,logistic,chr8:120345000-120349999,5,0.9853188825551118,0.9853188825551118,100.0,1.0,0.385348,0.03547067954945806,0.0,0.550748,0.553732,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,95250000,95254999,chr10:95000000-99999999,dataset_batch_raw_v24,logistic,chr10:95250000-95254999,5,0.9852710082911402,0.9852710082911402,95.0,1.0,0.429683,0.017800251190976002,0.0,0.515372,0.517073,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,185450000,185454999,chr1:185000000-189999999,dataset_batch_raw_v24,logistic,chr1:185450000-185454999,5,0.9852175696981063,-0.9852175696981063,104.2,1.0,-0.419609,0.0209804909778485,0.0,0.576416,0.583953,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,95310000,95314999,chr13:95000000-99999999,dataset_batch_raw_v24,logistic,chr13:95310000-95314999,5,0.9852091606855099,0.9852091606855101,109.6,1.0,0.388882,0.03367898718149634,0.0,0.342085,0.342654,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,33130000,33134999,chr5:30000000-34999999,dataset_batch_raw_v24,logistic,chr5:33130000-33134999,5,0.9851428348528148,0.9851428348528148,102.8,1.0,0.41861,0.02131997688663134,0.0,0.315532,0.318553,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,133595000,133599999,chr4:130000000-134999999,dataset_batch_raw_v24,logistic,chr4:133595000-133599999,5,0.9850606282781993,-0.9850606282781993,100.8,1.0,-0.426532,0.018749109483051567,0.0,0.332389,0.338828,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,66110000,66114999,chr17:65000000-69999999,dataset_batch_raw_v24,logistic,chr17:66110000-66114999,5,0.985058051167886,-0.9850580511678858,110.8,1.0,-0.417619,0.021660738831100625,0.0,0.508013,0.533083,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr19,46520000,46524999,chr19:45000000-49999999,dataset_batch_raw_v24,logistic,chr19:46520000-46524999,5,0.9849638109835477,-0.9849638109835477,111.2,1.0,-0.38585,0.03521166821281225,0.0,0.471268,0.522017,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,47470000,47474999,chr17:45000000-49999999,dataset_batch_raw_v24,logistic,chr17:47470000-47474999,5,0.9848064464851566,-0.9848064464851566,117.6,1.0,-0.468661,0.008995149972866,0.0,0.565073,0.585801,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,29935000,29939999,chr7:25000000-29999999,dataset_batch_raw_v24,logistic,chr7:29935000-29939999,5,0.9847504051149661,0.9847504051149661,109.4,1.0,0.412803,0.02338287946174591,0.0,0.286531,0.288151,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr15,74705000,74709999,chr15:70000000-74999999,dataset_batch_raw_v24,logistic,chr15:74705000-74709999,5,0.9847336095378132,-0.9847336095378132,108.0,1.0,-0.406257,0.025901980224408393,0.0,0.589827,0.626174,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,73645000,73649999,chr5:70000000-74999999,dataset_batch_raw_v24,logistic,chr5:73645000-73649999,5,0.9847118716851055,-0.9847118716851055,132.0,1.0,-0.424514,0.019378163096411685,0.0,0.535956,0.551155,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,81035000,81039999,chr10:80000000-84999999,dataset_batch_raw_v24,logistic,chr10:81035000-81039999,5,0.9842781082080141,-0.9842781082080141,123.2,1.0,-0.393723,0.031343838395036065,0.0,0.571622,0.603707,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,71010000,71014999,chr6:70000000-74999999,dataset_batch_raw_v24,logistic,chr6:71010000-71014999,5,0.9842473453217002,-0.9842473453217002,129.8,1.0,-0.398322,0.029248473471453984,0.0,0.467492,0.482348,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,172630000,172634999,chr1:170000000-174999999,dataset_batch_raw_v24,logistic,chr1:172630000-172634999,5,0.9840637681504752,-0.9840637681504754,118.2,1.0,-0.421963,0.020198394298100556,0.0,0.544978,0.576764,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr18,36320000,36324999,chr18:35000000-39999999,dataset_batch_raw_v24,logistic,chr18:36320000-36324999,5,0.9839770260970029,-0.9839770260970029,114.8,1.0,-0.41184,0.023740565834685024,0.0,0.44711,0.449703,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,13335000,13339999,chr8:10000000-14999999,dataset_batch_raw_v24,logistic,chr8:13335000-13339999,5,0.9837112076503841,-0.9837112076503841,157.6,1.0,-0.424857,0.01927017285653024,0.0,0.642576,0.65291,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,134490000,134494999,chr1:130000000-134999999,dataset_batch_raw_v24,logistic,chr1:134490000-134494999,5,0.9836617560826049,-0.9836617560826049,124.6,1.0,-0.450926,0.012387877686484328,0.0,0.4927,0.498116,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,35580000,35584999,chr2:35000000-39999999,dataset_batch_raw_v24,logistic,chr2:35580000-35584999,5,0.9836297231248782,-0.9836297231248784,144.4,1.0,-0.385125,0.03558657748044689,0.0,0.398346,0.399898,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,111545000,111549999,chr7:110000000-114999999,dataset_batch_raw_v24,logistic,chr7:111545000-111549999,5,0.9835778644486031,0.9835778644486031,134.2,1.0,0.452684,0.012009842179236013,0.0,0.519899,0.520877,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,65540000,65544999,chr1:65000000-69999999,dataset_batch_raw_v24,logistic,chr1:65540000-65544999,5,0.9835631139972522,-0.9835631139972522,144.0,1.0,-0.401786,0.02774684663962777,0.0,0.32408,0.327022,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,87040000,87044999,chr17:85000000-89999999,dataset_batch_raw_v24,logistic,chr17:87040000-87044999,5,0.9832907061981521,0.9832907061981521,124.6,1.0,0.474671,0.008040237225845097,0.0,0.693175,0.701798,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr15,91015000,91019999,chr15:90000000-94999999,dataset_batch_raw_v24,logistic,chr15:91015000-91019999,5,0.9831770558067878,0.9831770558067878,135.4,1.0,0.375077,0.04111846976999931,0.0,0.503761,0.504653,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,15045000,15049999,chr9:15000000-19999999,dataset_batch_raw_v24,logistic,chr9:15045000-15049999,5,0.9831540286963992,-0.9831540286963995,139.6,1.0,-0.468249,0.009064034805112272,0.0,0.68528,0.716862,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,83790000,83794999,chr8:80000000-84999999,dataset_batch_raw_v24,logistic,chr8:83790000-83794999,5,0.9831414076937518,0.9831414076937517,145.4,1.0,0.377514,0.03971771548744804,0.0,0.456698,0.457305,dataset_confounded,target-associated methylation signal; mechanism not inferred
