dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots
GSE120137,SRR7871834,GSM3394516,SRS3796612,SRX4710913,GSM3394516: Mouse_Muscle_SH046; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1578380126,15627526
GSE120137,SRR7871835,GSM3394517,SRS3796613,SRX4710914,GSM3394517: Mouse_Muscle_SH047; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1853187188,18348388
GSE120137,SRR7871836,GSM3394518,SRS3796611,SRX4710915,GSM3394518: Mouse_Muscle_SH048; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1886609098,18679298
GSE120137,SRR7871837,GSM3394519,SRS3796616,SRX4710916,GSM3394519: Mouse_Muscle_SH049; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1623046770,16069770
GSE120137,SRR7871838,GSM3394520,SRS3796617,SRX4710917,GSM3394520: Mouse_Muscle_SH050; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1929263620,19101620
GSE120137,SRR7871839,GSM3394521,SRS3796614,SRX4710918,GSM3394521: Mouse_Muscle_SH051; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1831413305,18132805
GSE120137,SRR7871840,GSM3394522,SRS3796615,SRX4710919,GSM3394522: Mouse_Muscle_SH052; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2432976274,24088874
GSE120137,SRR7871841,GSM3394523,SRS3796618,SRX4710920,GSM3394523: Mouse_Muscle_SH053; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1645016391,16287291
GSE120137,SRR7871842,GSM3394524,SRS3796619,SRX4710921,GSM3394524: Mouse_Muscle_SH054; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2141453207,21202507
GSE120137,SRR7871875,GSM3394544,SRS3796638,SRX4710941,GSM3394544: GES15-03327-DO-1251; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1936459400,19364594
GSE120137,SRR7871887,GSM3394550,SRS3796645,SRX4710947,GSM3394550: GES15-03333-DO-0945; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1797319500,17973195
GSE120137,SRR7871889,GSM3394551,SRS3796646,SRX4710948,GSM3394551: GES15-03334-DO-0673; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1690213900,16902139
GSE120137,SRR7871891,GSM3394552,SRS3796647,SRX4710949,GSM3394552: GES15-03335-DO-0766; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2037811100,20378111
GSE120137,SRR7871893,GSM3394553,SRS3796649,SRX4710950,GSM3394553: GES15-03336-DO-0817; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1760503000,17605030
GSE120137,SRR7871895,GSM3394554,SRS3796648,SRX4710951,GSM3394554: GES15-03337-DO-0980; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2042948000,20429480
GSE120137,SRR7871897,GSM3394555,SRS3796651,SRX4710952,GSM3394555: GES15-03338-DO-1160; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2025555400,20255554
GSE120137,SRR7871899,GSM3394556,SRS3796650,SRX4710953,GSM3394556: GES15-03339-DO-1124; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2043412600,20434126
GSE120137,SRR7872027,GSM3394620,SRS3796718,SRX4711017,GSM3394620: GES15-04947-1191; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2004618100,20046181
GSE120137,SRR7872035,GSM3394624,SRS3796719,SRX4711021,GSM3394624: GES15-04952-1242; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1679012600,16790126
GSE120137,SRR7872187,GSM3394700,SRS3796795,SRX4711097,GSM3394700: GES15-05028-957; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1799246900,17992469
GSE120137,SRR7872199,GSM3394706,SRS3796801,SRX4711103,GSM3394706: GES15-05034-953; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2210030200,22100302
GSE121141,SRR8032931,GSM3426756,SRS3924516,SRX4865608,GSM3426756: Br0608; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,failed,8,fasterq_timeout_retry_or_ena,"retry with lower fasterq threads/longer timeout and vdb-validate prefetched SRA; if repeated, use ENA direct FASTQ with md5",21970502400,73235008
GSE121141,SRR8032940,GSM3426761,SRS3924361,SRX4865532,GSM3426761: Br1207; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,failed,8,orphan_lock_retry,"after confirming no active prefetch/fasterq process for this run, remove orphan .sra.lock in SSD cache and rerun prefetch/fasterq; if repeated, ENA FASTQ fallback",6326112000,21087040
GSE121141,SRR8032941,GSM3426762,SRS3924362,SRX4865533,GSM3426762: Br1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5407169100,18023897
GSE121141,SRR8032942,GSM3426762,SRS3924362,SRX4865533,GSM3426762: Br1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5049808200,16832694
GSE121141,SRR8032943,GSM3426763,SRS3924490,SRX4865534,GSM3426763: Br1209; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,11312682900,37708943
GSE121141,SRR8032944,GSM3426764,SRS3924364,SRX4865535,GSM3426764: Br2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5293691100,17645637
GSE121141,SRR8032945,GSM3426764,SRS3924364,SRX4865535,GSM3426764: Br2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4976205900,16587353
GSE121141,SRR8032946,GSM3426765,SRS3924363,SRX4865536,GSM3426765: Br2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,9375516600,31251722
GSE121141,SRR8032947,GSM3426765,SRS3924363,SRX4865536,GSM3426765: Br2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,8662410900,28874703
GSE121141,SRR8032948,GSM3426766,SRS3924492,SRX4865537,GSM3426766: Br2005; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,14084836800,46949456
GSE121141,SRR8032949,GSM3426767,SRS3924365,SRX4865538,GSM3426767: Br2006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,10560655800,35202186
GSE121141,SRR8032950,GSM3426767,SRS3924365,SRX4865538,GSM3426767: Br2006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,10621506300,35405021
GSE121141,SRR8032951,GSM3426768,SRS3924366,SRX4865539,GSM3426768: Br2010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4491091200,14970304
GSE121141,SRR8032952,GSM3426769,SRS3924367,SRX4865540,GSM3426769: Br3003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5834379900,19447933
GSE121141,SRR8032953,GSM3426769,SRS3924367,SRX4865540,GSM3426769: Br3003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5369933400,17899778
GSE121141,SRR8032954,GSM3426770,SRS3924368,SRX4865541,GSM3426770: Br3004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,8917068300,29723561
GSE121141,SRR8032955,GSM3426771,SRS3924369,SRX4865542,GSM3426771: Br3008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,9859886400,32866288
GSE121141,SRR8032956,GSM3426772,SRS3924370,SRX4865543,GSM3426772: Br3009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,11727980400,39093268
GSE121141,SRR8032957,GSM3426773,SRS3924493,SRX4865544,GSM3426773: Br3010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,21605632800,72018776
GSE121141,SRR8032958,GSM3426774,SRS3924372,SRX4865545,GSM3426774: H0603; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,11920644900,39735483
GSE121141,SRR8032959,GSM3426774,SRS3924372,SRX4865545,GSM3426774: H0603; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,11566160700,38553869
GSE121141,SRR8032960,GSM3426775,SRS3924371,SRX4865546,GSM3426775: H0607; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,9371353800,31237846
GSE121141,SRR8032961,GSM3426776,SRS3924494,SRX4865547,GSM3426776: H0608; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,10525629900,35085433
GSE121141,SRR8032962,GSM3426777,SRS3924373,SRX4865548,GSM3426777: H0609; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6099184800,20330616
GSE121141,SRR8032963,GSM3426778,SRS3924495,SRX4865549,GSM3426778: H0610; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,35914841400,119716138
GSE121141,SRR8032964,GSM3426779,SRS3924374,SRX4865550,GSM3426779: H1003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,7138090200,23793634
GSE121141,SRR8032965,GSM3426780,SRS3924377,SRX4865551,GSM3426780: H1203; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5056026600,16853422
GSE121141,SRR8032966,GSM3426780,SRS3924377,SRX4865551,GSM3426780: H1203; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5129404200,17098014
GSE121141,SRR8032967,GSM3426781,SRS3924376,SRX4865552,GSM3426781: H1204; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5986643700,19955479
GSE121141,SRR8032968,GSM3426782,SRS3924496,SRX4865553,GSM3426782: H1207; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,20101354800,67004516
GSE121141,SRR8032969,GSM3426783,SRS3924375,SRX4865554,GSM3426783: H1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5829444000,19431480
GSE121141,SRR8032970,GSM3426783,SRS3924375,SRX4865554,GSM3426783: H1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6169390500,20564635
GSE121141,SRR8032971,GSM3426784,SRS3924378,SRX4865555,GSM3426784: H1209; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6384231300,21280771
GSE121141,SRR8032972,GSM3426784,SRS3924378,SRX4865555,GSM3426784: H1209; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6281455800,20938186
GSE121141,SRR8032973,GSM3426785,SRS3924380,SRX4865556,GSM3426785: H2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5445617700,18152059
GSE121141,SRR8032974,GSM3426786,SRS3924379,SRX4865557,GSM3426786: H2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,8751842400,29172808
GSE121141,SRR8032975,GSM3426786,SRS3924379,SRX4865557,GSM3426786: H2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,8848254900,29494183
GSE121141,SRR8032976,GSM3426787,SRS3924381,SRX4865558,GSM3426787: H2005; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,11069883600,36899612
GSE121141,SRR8032977,GSM3426788,SRS3924382,SRX4865559,GSM3426788: H2006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3404361600,11347872
GSE121141,SRR8032978,GSM3426789,SRS3924383,SRX4865560,GSM3426789: H2010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,9307500900,31025003
GSE121141,SRR8032979,GSM3426790,SRS3924384,SRX4865561,GSM3426790: H3003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,7454118300,24847061
GSE121141,SRR8032980,GSM3426790,SRS3924384,SRX4865561,GSM3426790: H3003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,7442336700,24807789
GSE121141,SRR8032981,GSM3426791,SRS3924499,SRX4865562,GSM3426791: H3004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,14788826100,49296087
GSE121141,SRR8032982,GSM3426792,SRS3924385,SRX4865563,GSM3426792: H3008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5388454200,17961514
GSE121141,SRR8032983,GSM3426793,SRS3924386,SRX4865564,GSM3426793: H3009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2004264900,6680883
GSE121141,SRR8032984,GSM3426793,SRS3924386,SRX4865564,GSM3426793: H3009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1938931200,6463104
GSE121141,SRR8032985,GSM3426794,SRS3924387,SRX4865565,GSM3426794: H3010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,10333658100,34445527
GSE121141,SRR8032986,GSM3426795,SRS3924388,SRX4865566,GSM3426795: L0603; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6629756400,22099188
GSE121141,SRR8032987,GSM3426795,SRS3924388,SRX4865566,GSM3426795: L0603; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5618302500,18727675
GSE121141,SRR8032988,GSM3426796,SRS3924389,SRX4865567,GSM3426796: L0607; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5190685500,17302285
GSE121141,SRR8032989,GSM3426796,SRS3924389,SRX4865567,GSM3426796: L0607; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4772580600,15908602
GSE121141,SRR8032990,GSM3426797,SRS3924500,SRX4865568,GSM3426797: L0608; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,13497412200,44991374
GSE121141,SRR8032991,GSM3426797,SRS3924500,SRX4865568,GSM3426797: L0608; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,13101677400,43672258
GSE121141,SRR8032992,GSM3426798,SRS3924501,SRX4865569,GSM3426798: L0609; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,12235031100,40783437
GSE121141,SRR8032993,GSM3426799,SRS3924390,SRX4865570,GSM3426799: L0610; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4680584100,15601947
GSE121141,SRR8032994,GSM3426800,SRS3924391,SRX4865571,GSM3426800: L1003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5597901300,18659671
