sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics
GSM3394295,Mouse_Blood_SH096,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Male
GSM3394296,Mouse_Blood_SH097,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Male
GSM3394297,Mouse_Blood_SH098,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Male
GSM3394298,Mouse_Blood_SH099,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Male
GSM3394299,Mouse_Blood_SH100,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Male
GSM3394300,Mouse_Kidney_SH001,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Female
GSM3394301,Mouse_Kidney_SH002,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Female
GSM3394302,Mouse_Kidney_SH003,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Female
GSM3394303,Mouse_Kidney_SH004,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Female
GSM3394304,Mouse_Kidney_SH005,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Female
GSM3394305,Mouse_Kidney_SH006,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Male
GSM3394306,Mouse_Kidney_SH007,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Male
GSM3394307,Mouse_Kidney_SH008,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Male
GSM3394308,Mouse_Kidney_SH009,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Male
GSM3394309,Mouse_Kidney_SH010,608.4,86.914,20.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 20mo | Sex: Male
GSM3394310,Mouse_Kidney_SH011,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Female
GSM3394311,Mouse_Kidney_SH012,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Female
GSM3394312,Mouse_Kidney_SH013,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Female
GSM3394313,Mouse_Kidney_SH014,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Female
GSM3394314,Mouse_Kidney_SH015,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Female
GSM3394315,Mouse_Kidney_SH016,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Male
GSM3394316,Mouse_Kidney_SH017,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Male
GSM3394317,Mouse_Kidney_SH018,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Male
GSM3394318,Mouse_Kidney_SH019,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Male
GSM3394319,Mouse_Kidney_SH020,608.4,86.914,20.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 20mo | Sex: Male
GSM3394320,Mouse_Kidney_SH021,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Female
GSM3394321,Mouse_Kidney_SH022,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Female
GSM3394322,Mouse_Kidney_SH023,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Female
GSM3394323,Mouse_Kidney_SH024,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Female
GSM3394324,Mouse_Kidney_SH025,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Female
GSM3394325,Mouse_Kidney_SH026,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Male
GSM3394326,Mouse_Kidney_SH027,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Male
GSM3394327,Mouse_Kidney_SH029,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Male
GSM3394328,Mouse_Kidney_SH030,304.2,43.457,10.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 10mo | Sex: Male
GSM3394329,Mouse_Kidney_SH031,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Female
GSM3394330,Mouse_Kidney_SH032,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Female
GSM3394331,Mouse_Kidney_SH033,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Female
GSM3394332,Mouse_Kidney_SH034,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Female
GSM3394333,Mouse_Kidney_SH035,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Female
GSM3394334,Mouse_Kidney_SH036,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Male
GSM3394335,Mouse_Kidney_SH037,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Male
GSM3394336,Mouse_Kidney_SH038,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Male
GSM3394337,Mouse_Kidney_SH039,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Male
GSM3394338,Mouse_Kidney_SH040,304.2,43.457,10.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 10mo | Sex: Male
GSM3394339,Mouse_Kidney_SH041,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Female
GSM3394340,Mouse_Kidney_SH042,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Female
GSM3394341,Mouse_Kidney_SH043,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Female
GSM3394342,Mouse_Kidney_SH044,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Female
GSM3394343,Mouse_Kidney_SH045,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Female
GSM3394344,Mouse_Kidney_SH046,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Male
GSM3394345,Mouse_Kidney_SH047,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Male
GSM3394346,Mouse_Kidney_SH048,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Male
GSM3394347,Mouse_Kidney_SH049,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Male
GSM3394348,Mouse_Kidney_SH050,60.84,8.691,2.0,months,months,parsed,,kidney,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Kidney,strain: C57BL/6J | tissue: Kidney | age: 2mo | Sex: Male
GSM3394349,Mouse_Kidney_SH051,60.84,8.691,2.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 2mo | Sex: Female
GSM3394350,Mouse_Kidney_SH053,60.84,8.691,2.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 2mo | Sex: Female
GSM3394351,Mouse_Kidney_SH054,60.84,8.691,2.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 2mo | Sex: Female
GSM3394352,Mouse_Kidney_SH055,60.84,8.691,2.0,months,months,parsed,,kidney,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 2mo | Sex: Female
GSM3394353,Mouse_Kidney_SH056,60.84,8.691,2.0,months,months,parsed,,kidney,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Kidney,strain: BALB/cByJ | tissue: Kidney | age: 2mo | Sex: Male
GSM3394354,Mouse_Liver_SH001,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Female
GSM3394355,Mouse_Liver_SH002,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Female
GSM3394356,Mouse_Liver_SH003,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Female
GSM3394357,Mouse_Liver_SH004,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Female
GSM3394358,Mouse_Liver_SH005,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Female
GSM3394359,Mouse_Liver_SH006,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Male
GSM3394360,Mouse_Liver_SH007,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Male
GSM3394361,Mouse_Liver_SH008,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Male
GSM3394362,Mouse_Liver_SH009,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Male
GSM3394363,Mouse_Liver_SH010,608.4,86.914,20.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 20mo | Sex: Male
GSM3394364,Mouse_Liver_SH011,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Female
GSM3394365,Mouse_Liver_SH012,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Female
GSM3394366,Mouse_Liver_SH013,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Female
GSM3394367,Mouse_Liver_SH014,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Female
GSM3394368,Mouse_Liver_SH015,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Female
GSM3394369,Mouse_Liver_SH016,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Male
GSM3394370,Mouse_Liver_SH017,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Male
GSM3394371,Mouse_Liver_SH018,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Male
GSM3394372,Mouse_Liver_SH019,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Male
GSM3394373,Mouse_Liver_SH020,608.4,86.914,20.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 20mo | Sex: Male
GSM3394374,Mouse_Liver_SH021,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Female
GSM3394375,Mouse_Liver_SH022,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Female
GSM3394376,Mouse_Liver_SH023,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Female
GSM3394377,Mouse_Liver_SH024,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Female
GSM3394378,Mouse_Liver_SH025,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Female
GSM3394379,Mouse_Liver_SH026,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Male
GSM3394380,Mouse_Liver_SH027,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Male
GSM3394381,Mouse_Liver_SH028,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Male
GSM3394382,Mouse_Liver_SH029,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Male
GSM3394383,Mouse_Liver_SH030,304.2,43.457,10.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 10mo | Sex: Male
GSM3394384,Mouse_Liver_SH031,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Female
GSM3394385,Mouse_Liver_SH032,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Female
GSM3394386,Mouse_Liver_SH033,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Female
GSM3394387,Mouse_Liver_SH034,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Female
GSM3394388,Mouse_Liver_SH035,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Female
GSM3394389,Mouse_Liver_SH036,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Male
GSM3394390,Mouse_Liver_SH037,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Male
GSM3394391,Mouse_Liver_SH038,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Male
GSM3394392,Mouse_Liver_SH039,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Male
GSM3394393,Mouse_Liver_SH040,304.2,43.457,10.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 10mo | Sex: Male
GSM3394394,Mouse_Liver_SH041,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Female
GSM3394395,Mouse_Liver_SH042,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Female
GSM3394396,Mouse_Liver_SH043,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Female
GSM3394397,Mouse_Liver_SH044,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Female
GSM3394398,Mouse_Liver_SH045,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Female
GSM3394399,Mouse_Liver_SH046,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Male
GSM3394400,Mouse_Liver_SH047,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Male
GSM3394401,Mouse_Liver_SH048,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Male
GSM3394402,Mouse_Liver_SH049,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Male
GSM3394403,Mouse_Liver_SH050,60.84,8.691,2.0,months,months,parsed,,liver,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Liver,strain: C57BL/6J | tissue: Liver | age: 2mo | Sex: Male
GSM3394404,Mouse_Liver_SH051,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Female
GSM3394405,Mouse_Liver_SH052,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Female
GSM3394406,Mouse_Liver_SH053,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Female
GSM3394407,Mouse_Liver_SH054,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Female
GSM3394408,Mouse_Liver_SH055,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Female
GSM3394409,Mouse_Liver_SH056,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Male
GSM3394410,Mouse_Liver_SH057,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Male
GSM3394411,Mouse_Liver_SH058,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Male
GSM3394412,Mouse_Liver_SH059,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Male
GSM3394413,Mouse_Liver_SH060,60.84,8.691,2.0,months,months,parsed,,liver,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Liver,strain: BALB/cByJ | tissue: Liver | age: 2mo | Sex: Male
GSM3394414,Mouse_Lung_SH001,608.4,86.914,20.0,months,months,parsed,,lung,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Lung,strain: C57BL/6J | tissue: Lung | age: 20mo | Sex: Female
